"jumperSurname","jumperName","compName","compCountry","compDate","compKPoint","jumpSeries","jumperCountry","compRankPlace","jumpSpeed","jumpDistance","jumpPoints","jumpJudgeAPoints","jumpJudgeBPoints","jumpJudgeCPoints","jumpJudgeDPoints","jumpJudgeEPoints","jumpJudgeTotalPoints","jumpGate","JumpGatePoints","jumpWind","jumpWindPoints","jumpTotalPoints","jumpRankPosition","compTotalPoints","classPoints","classPrize","jumperDateOfBirth"
"HLAVA","LUKAS","Falun","Sweden",2014-02-26,120,1,"CZE",46,90.1,111.5,44.7,17,16.5,16,17,16.5,50,27,0,0.83,-7.3,87.4,46,87.4,NA,NA,1984-09-10
"JACOBSEN","ANDERS","Falun","Sweden",2014-02-26,120,1,"NOR",18,90,124,67.2,18.5,18,18,18.5,18,54.5,27,0,1.14,-10.1,111.6,18,111.6,NA,NA,1985-02-17
"JACOBSEN","ANDERS","Falun","Sweden",2014-02-26,120,2,"NOR",13,90,124.5,68.1,18.5,18.5,18.5,18.5,18,55.5,27,0,0.88,-7.8,115.8,11,227.4,20,2000,1985-02-17
"JANDA","JAKUB","Falun","Sweden",2014-02-26,120,1,"CZE",31,89.7,119,58.2,17.5,17.5,17.5,17.5,17,52.5,27,0,0.51,-4.5,106.2,31,106.2,NA,NA,1978-04-27
"KASAI","NORIAKI","Falun","Sweden",2014-02-26,120,1,"JPN",2,90.3,133,83.4,17.5,17,18.5,17,17,51.5,27,0,1.1,-9.7,125.2,2,125.2,NA,NA,1972-06-06
"KASAI","NORIAKI","Falun","Sweden",2014-02-26,120,2,"JPN",3,90.4,130.5,78.9,18,18.5,18,17.5,18,54,27,0,1.06,-9.3,123.6,5,248.8,60,6000,1972-06-06
"KIM","HYUN-KI","Falun","Sweden",2014-02-26,120,1,"KOR",35,90.1,118,56.4,17.5,17.5,18,18,17.5,53,27,0,0.82,-7.2,102.2,35,102.2,NA,NA,1983-02-09
"KOFLER","ANDREAS","Falun","Sweden",2014-02-26,120,1,"AUT",11,90.2,124,67.2,18,17.5,18,18,17.5,53.5,27,0,0.5,-4.4,116.3,11,116.3,NA,NA,1984-05-17
"KOFLER","ANDREAS","Falun","Sweden",2014-02-26,120,2,"AUT",14,90.4,120.5,60.9,18.5,18.5,18,18,18,54.5,27,0,0.77,-6.8,108.6,19,224.9,18,1800,1984-05-17
"KOIVURANTA","ANSSI","Falun","Sweden",2014-02-26,120,1,"FIN",32,90.1,119.5,59.1,18,17.5,17.5,17.5,18,53,27,0,0.69,-6.1,106,32,106,NA,NA,1988-07-03
"KOT","MACIEJ","Falun","Sweden",2014-02-26,120,1,"POL",9,90.3,127.5,73.5,19,19,18.5,18.5,18.5,56,27,0,1.06,-9.3,120.2,9,120.2,NA,NA,1991-06-09
"KOT","MACIEJ","Falun","Sweden",2014-02-26,120,2,"POL",10,90.2,125.5,69.9,18.5,18.5,18.5,18.5,18.5,55.5,27,0,1.01,-8.9,116.5,10,236.7,26,2600,1991-06-09
"KOUDELKA","ROMAN","Falun","Sweden",2014-02-26,120,1,"CZE",30,89.5,119.5,59.1,18,18,18,18,17.5,54,27,0,0.77,-6.8,106.3,30,106.3,NA,NA,1989-07-09
"KOUDELKA","ROMAN","Falun","Sweden",2014-02-26,120,2,"CZE",25,89.6,118.5,57.3,17.5,17.5,18,17.5,17.5,52.5,27,0,0.92,-8.1,101.7,25,208,6,600,1989-07-09
"KOZISEK","CESTMIR","Falun","Sweden",2014-02-26,120,1,"CZE",38,90.2,114,49.2,17,17,16.5,17,17.5,51,27,0,0.28,-2.5,97.7,38,97.7,NA,NA,1991-11-09
"KRAFT","STEFAN","Falun","Sweden",2014-02-26,120,1,"AUT",7,90.2,126.5,71.7,18.5,18,18.5,18,18.5,55,27,0,0.63,-5.6,121.1,7,121.1,NA,NA,1993-05-13
"KRAFT","STEFAN","Falun","Sweden",2014-02-26,120,2,"AUT",5,90.2,128.5,75.3,18.5,18,18,18,18,54,27,0,0.42,-3.7,125.6,4,246.7,45,4500,1993-05-13
"KRAUS","MARINUS","Falun","Sweden",2014-02-26,120,1,"GER",48,89.4,110.5,42.9,16.5,16.5,16.5,17.5,16,49.5,27,0,0.84,-7.4,85,48,85,NA,NA,1991-02-13
"KUBACKI","DAWID","Falun","Sweden",2014-02-26,120,1,"POL",26,90,121,61.8,18,18,17.5,18,18,54,27,0,0.91,-8,107.8,26,107.8,NA,NA,1990-03-12
"KUBACKI","DAWID","Falun","Sweden",2014-02-26,120,2,"POL",24,90.2,117,54.6,17.5,18,17,18.5,18,53.5,27,0,0.48,-4.2,103.9,23,211.7,7,700,1990-03-12
"LAMY","CHAPPUIS RONAN","Falun","Sweden",2014-02-26,120,1,"FRA",42,89.7,114,49.2,17,17,16.5,17,17,51,27,0,0.53,-4.7,95.5,42,95.5,NA,NA,1993-09-10
"MATURA","JAN","Falun","Sweden",2014-02-26,120,1,"CZE",33,89.7,120.5,60.9,18,18,18,18,18,54,27,0,1.04,-9.2,105.7,33,105.7,NA,NA,1980-01-29
"MURANKA","KLEMENS","Falun","Sweden",2014-02-26,120,1,"POL",27,89.9,121,61.8,18,18.5,17.5,18,18,54,27,0,0.93,-8.2,107.6,27,107.6,NA,NA,1994-08-31
"MURANKA","KLEMENS","Falun","Sweden",2014-02-26,120,2,"POL",29,89.8,110.5,42.9,17,16.5,17,16.5,16.5,50,27,0,0.35,-3.1,89.8,29,197.4,2,200,1994-08-31
"NAGLIC","TOMAZ","Falun","Sweden",2014-02-26,120,1,"SLO",14,90.2,125.5,69.9,18.5,18.5,18,18.5,18,55,27,0,1.06,-9.3,115.6,14,115.6,NA,NA,1989-07-18
"NAGLIC","TOMAZ","Falun","Sweden",2014-02-26,120,2,"SLO",12,90.2,125,69,18.5,18.5,18,18,18,54.5,27,0,1.09,-9.6,113.9,6,229.5,22,2200,1989-07-18
"NEUMAYER","MICHAEL","Falun","Sweden",2014-02-26,120,1,"GER",25,90.7,120.5,60.9,17.5,18,17,18,17.5,53,27,0,0.63,-5.6,108.3,25,108.3,NA,NA,1979-01-15
"NEUMAYER","MICHAEL","Falun","Sweden",2014-02-26,120,2,"GER",27,90.7,115.5,51.9,17,17,16,17.5,16.5,50.5,27,0,0.52,-4.6,97.8,27,206.1,4,400,1979-01-15
"NURMSALU","KAAREL","Falun","Sweden",2014-02-26,120,1,"EST",29,90.4,119.5,59.1,17.5,17.5,17,17,17,51.5,27,0,0.43,-3.8,106.8,29,106.8,NA,NA,1991-04-30
"NURMSALU","KAAREL","Falun","Sweden",2014-02-26,120,2,"EST",28,90.2,114.5,50.1,17,16.5,16,16.5,16.5,49.5,27,0,0.69,-6.1,93.5,28,200.3,3,300,1991-04-30
"PREVC","PETER","Falun","Sweden",2014-02-26,120,1,"SLO",10,89.2,125.5,69.9,18.5,18.5,18.5,18.5,18.5,55.5,27,0,0.81,-7.1,118.3,10,118.3,NA,NA,1992-09-20
"PREVC","PETER","Falun","Sweden",2014-02-26,120,2,"SLO",2,89.3,133.5,84.3,19.5,19.5,19,19,19.5,58,27,0,1.18,-10.4,131.9,3,250.2,80,8000,1992-09-20
"PUNGERTAR","MATJAZ","Falun","Sweden",2014-02-26,120,1,"SLO",47,89.4,111,43.8,16.5,16.5,16,17,16,49,27,0,0.7,-6.2,86.6,47,86.6,NA,NA,1990-08-14
"ROMASHOV","ALEXEY","Falun","Sweden",2014-02-26,120,1,"RUS",43,89.5,112.5,46.5,17,16.5,16.5,17.5,17,50.5,27,0,0.54,-4.8,92.2,43,92.2,NA,NA,1992-04-29
"SCHLIERENZAUER","GREGOR","Falun","Sweden",2014-02-26,120,1,"AUT",23,90,119,58.2,18.5,18,18,18,18,54,27,0,0.4,-3.5,108.7,23,108.7,NA,NA,1990-01-07
"SCHLIERENZAUER","GREGOR","Falun","Sweden",2014-02-26,120,2,"AUT",18,90.1,124.5,68.1,18.5,18,18,18.5,18.5,55,27,0,1.01,-8.9,114.2,14,222.9,13,1300,1990-01-07
"STOCH","KAMIL","Falun","Sweden",2014-02-26,120,1,"POL",13,90,123,65.4,18.5,18,18.5,18.5,18,55,27,0,0.53,-4.7,115.7,13,115.7,NA,NA,1987-05-25
"STOCH","KAMIL","Falun","Sweden",2014-02-26,120,2,"POL",4,89.8,134.5,86.1,19.5,20,19.5,19.5,19.5,58.5,27,0,1.36,-12,132.6,2,248.3,50,5000,1987-05-25
"TAKEUCHI","TAKU","Falun","Sweden",2014-02-26,120,1,"JPN",43,89.5,113.5,48.3,17.5,17,17,17.5,17,51.5,27,0,0.86,-7.6,92.2,43,92.2,NA,NA,1987-05-20
"TEPES","JURIJ","Falun","Sweden",2014-02-26,120,1,"SLO",23,90,123.5,66.3,18.5,18,18,18,18.5,54.5,27,0,1.37,-12.1,108.7,23,108.7,NA,NA,1989-02-14
"TEPES","JURIJ","Falun","Sweden",2014-02-26,120,2,"SLO",16,90.4,125,69,18.5,18,18.5,18,18.5,55,27,0,0.99,-8.7,115.3,12,224,15,1450,1989-02-14
"VASSILIEV","DIMITRY","Falun","Sweden",2014-02-26,120,1,"RUS",21,90.1,121.5,62.7,18,17.5,17.5,17.5,17.5,52.5,27,0,0.54,-4.8,110.4,21,110.4,NA,NA,1979-12-26
"VASSILIEV","DIMITRY","Falun","Sweden",2014-02-26,120,2,"RUS",23,90.3,121.5,62.7,17.5,17.5,17.5,18,17,52.5,27,0,1.16,-10.2,105,22,215.4,8,800,1979-12-26
"VELTA","RUNE","Falun","Sweden",2014-02-26,120,1,"NOR",36,89.3,115.5,51.9,17.5,17,17.5,17.5,18,52.5,27,0,0.53,-4.7,99.7,36,99.7,NA,NA,1989-07-19
"WANK","ANDREAS","Falun","Sweden",2014-02-26,120,1,"GER",19,90.5,123,65.4,17.5,18,17.5,18,18,53.5,27,0,0.92,-8.1,110.8,19,110.8,NA,NA,1988-02-18
"WANK","ANDREAS","Falun","Sweden",2014-02-26,120,2,"GER",22,90.2,118.5,57.3,18,17.5,17.5,18.5,17.5,53,27,0,0.55,-4.9,105.4,21,216.2,9,900,1988-02-18
"WATASE","YUTA","Falun","Sweden",2014-02-26,120,1,"JPN",12,90.4,125.5,69.9,18,17.5,17.5,17.5,17.5,52.5,27,0,0.75,-6.6,115.8,12,115.8,NA,NA,1982-08-08
"WATASE","YUTA","Falun","Sweden",2014-02-26,120,2,"JPN",30,90.8,103,29.4,15.5,16,15.5,17,15,47,27,0,0.98,-8.6,67.8,30,183.6,1,100,1982-08-08
"WELLINGER","ANDREAS","Falun","Sweden",2014-02-26,120,1,"GER",51,90.2,102,27.6,15.5,14,14,15,14,43,27,0,0.97,-8.6,62,51,62,NA,NA,1995-08-28
"ZIOBRO","JAN","Falun","Sweden",2014-02-26,120,1,"POL",16,89.7,122.5,64.5,18.5,18,18,18.5,18,54.5,27,0,0.65,-5.7,113.3,16,113.3,NA,NA,1991-06-24
"ZIOBRO","JAN","Falun","Sweden",2014-02-26,120,2,"POL",21,89.9,119,58.2,17.5,18,17,17.5,17.5,52.5,27,0,0.86,-7.6,103.1,24,216.4,10,1000,1991-06-24
"ZYLA","PIOTR","Falun","Sweden",2014-02-26,120,1,"POL",37,89.6,116,52.8,17,17,16.5,17.5,17,51,27,0,0.61,-5.4,98.4,37,98.4,NA,NA,1987-01-16
"AHONEN","JANNE","Lahti","Finland",2014-02-28,116,1,"FIN",27,89.9,118,63.6,18.5,17.5,18,18,17.5,53.5,9,0,0.79,-6.7,110.4,27,110.4,NA,NA,1977-05-11
"AHONEN","JANNE","Lahti","Finland",2014-02-28,116,2,"FIN",28,89.7,118.5,64.5,18,18,18,18,17.5,54,8,0,1.08,-9.1,109.4,23,219.8,3,300,1977-05-11
"AMMANN","SIMON","Lahti","Finland",2014-02-28,116,1,"SUI",32,89.3,116.5,60.9,18,18,18,18,18,54,9,0,0.73,-6.2,108.7,32,108.7,NA,NA,1981-06-25
"BARDAL","ANDERS","Lahti","Finland",2014-02-28,116,1,"NOR",4,89.6,129,83.4,18,18.5,18,18.5,18,54.5,9,0,0.79,-6.7,131.2,4,131.2,NA,NA,1982-08-24
"BARDAL","ANDERS","Lahti","Finland",2014-02-28,116,2,"NOR",9,89,118.5,64.5,18.5,18,18,18,18,54,7,3.9,0.22,-1.9,120.5,2,251.7,29,2900,1982-08-24
"COLLOREDO","SEBASTIAN","Lahti","Finland",2014-02-28,116,1,"ITA",40,88.8,113,54.6,17,17,17.5,17,16.5,51,9,0,0.64,-5.4,100.2,40,100.2,NA,NA,1987-09-09
"DAMJAN","JERNEJ","Lahti","Finland",2014-02-28,116,1,"SLO",8,89,127.5,80.7,19,18.5,18.5,18,18,55,9,0,0.83,-7,128.7,8,128.7,NA,NA,1983-05-28
"DAMJAN","JERNEJ","Lahti","Finland",2014-02-28,116,2,"SLO",12,88,116,60,17.5,17.5,16.5,17,16.5,51,7,3.9,0.32,-2.7,112.2,19,240.9,22,2200,1983-05-28
"DESCHWANDEN","GREGOR","Lahti","Finland",2014-02-28,116,1,"SUI",14,89,124,74.4,17,17.5,17.5,17,18,52,9,0,0.58,-4.9,121.5,14,121.5,NA,NA,1991-02-27
"DESCHWANDEN","GREGOR","Lahti","Finland",2014-02-28,116,2,"SUI",10,88.9,122.5,71.7,18,18,18,18,18,54,8,0,0.51,-4.3,121.4,11,242.9,26,2600,1991-02-27
"DEZMAN","NEJC","Lahti","Finland",2014-02-28,116,1,"SLO",33,89.9,118,63.6,18,18,17.5,18,18.5,54,9,0,1.11,-9.4,108.2,33,108.2,NA,NA,1992-12-07
"DIETHART","THOMAS","Lahti","Finland",2014-02-28,116,1,"AUT",5,89.5,127,79.8,19,19,18.5,18.5,18.5,56,9,0,0.65,-5.5,130.3,5,130.3,NA,NA,1992-02-25
"DIETHART","THOMAS","Lahti","Finland",2014-02-28,116,2,"AUT",6,88.6,121,69,18.5,18.5,18.5,18,18,55,7,3.9,0.46,-3.9,124,10,254.3,40,4000,1992-02-25
"FANNEMEL","ANDERS","Lahti","Finland",2014-02-28,116,1,"NOR",20,89.3,119.5,66.3,17.5,17.5,17.5,17.5,17.5,52.5,9,0,0.41,-3.5,115.3,20,115.3,NA,NA,1991-05-13
"FANNEMEL","ANDERS","Lahti","Finland",2014-02-28,116,2,"NOR",17,89,121.5,69.9,18,18,18.5,18.5,18.5,55,8,0,0.85,-7.2,117.7,14,233,14,1400,1991-05-13
"FETTNER","MANUEL","Lahti","Finland",2014-02-28,116,1,"AUT",25,88.5,119.5,66.3,18.5,18,18,18,17.5,54,9,0,1.05,-8.9,111.4,25,111.4,NA,NA,1985-06-17
"FETTNER","MANUEL","Lahti","Finland",2014-02-28,116,2,"AUT",29,88.4,115.5,59.1,18,17.5,18,17.5,17,53,8,0,0.58,-4.9,107.2,25,218.6,2,200,1985-06-17
"FREITAG","RICHARD","Lahti","Finland",2014-02-28,116,1,"GER",34,89.2,116,60,18,18,18,18,18,54,9,0,0.74,-6.3,107.7,34,107.7,NA,NA,1991-08-14
"FREUND","SEVERIN","Lahti","Finland",2014-02-28,116,1,"GER",1,88.8,131,87,19.5,19,19.5,19.5,19,58,8,3.8,1.26,-10.7,138.1,1,138.1,NA,NA,1988-05-11
"FREUND","SEVERIN","Lahti","Finland",2014-02-28,116,2,"GER",1,88.8,127.5,80.7,19,18.5,18.5,19,19,56.5,7,3.9,0.31,-2.6,138.5,1,276.6,100,10000,1988-05-11
"HAJEK","ANTONIN","Lahti","Finland",2014-02-28,116,1,"CZE",12,89,122.5,71.7,18,18.5,18.5,18.5,18.5,55.5,9,0,0.54,-4.6,122.6,12,122.6,NA,NA,1987-02-12
"HAJEK","ANTONIN","Lahti","Finland",2014-02-28,116,2,"CZE",14,88.6,119.5,66.3,18,18,18,18,18,54,8,0,0.6,-5.1,115.2,16,237.8,18,1800,1987-02-12
"HAYBOECK","MICHAEL","Lahti","Finland",2014-02-28,116,1,"AUT",11,89.7,126,78,18,18,17.5,17,17.5,53,9,0,0.88,-7.4,123.6,11,123.6,NA,NA,1991-03-05
"HAYBOECK","MICHAEL","Lahti","Finland",2014-02-28,116,2,"AUT",7,89.5,127,79.8,18.5,18.5,18.5,18.5,18.5,55.5,8,0,0.71,-6,129.3,5,252.9,36,3600,1991-03-05
"HVALA","JAKA","Lahti","Finland",2014-02-28,116,1,"SLO",44,88.9,112,52.8,17,17,17.5,17,17,51,9,0,0.68,-5.8,98,44,98,NA,NA,1993-07-15
"INGVALDSEN","OLE MARIUS","Lahti","Finland",2014-02-28,116,1,"NOR",46,88.5,109,47.4,17,16.5,17,17,16.5,50.5,9,0,0.7,-5.9,92,46,92,NA,NA,1985-10-02
"JACOBSEN","ANDERS","Lahti","Finland",2014-02-28,116,1,"NOR",37,88.8,115,58.2,17.5,17.5,17.5,18,18,53,9,0,0.66,-5.6,105.6,37,105.6,NA,NA,1985-02-17
"JANDA","JAKUB","Lahti","Finland",2014-02-28,116,1,"CZE",18,88.9,120,67.2,18,18,18,18,18.5,54,9,0,0.54,-4.6,116.6,18,116.6,NA,NA,1978-04-27
"JANDA","JAKUB","Lahti","Finland",2014-02-28,116,2,"CZE",13,88.5,124.5,75.3,18.5,18.5,18.5,18.5,18.5,55.5,8,0,0.78,-6.6,124.2,8,240.8,20,2000,1978-04-27
"KIM","HYUN-KI","Lahti","Finland",2014-02-28,116,1,"KOR",47,89,106,42,17,16.5,17,17,17.5,51,9,0,0.25,-2.1,90.9,47,90.9,NA,NA,1983-02-09
"KLINGA","SEBASTIAN","Lahti","Finland",2014-02-28,116,1,"FIN",49,88.4,102.5,35.7,16.5,16,16.5,16.5,16.5,49.5,9,0,0.38,-3.2,82,49,82,NA,NA,1992-04-26
"KOFLER","ANDREAS","Lahti","Finland",2014-02-28,116,1,"AUT",21,89.9,118,63.6,18,18,18,18.5,18,54,9,0,0.49,-4.1,113.5,21,113.5,NA,NA,1984-05-17
"KOFLER","ANDREAS","Lahti","Finland",2014-02-28,116,2,"AUT",20,89.2,119,65.4,18,18,17.5,17.5,17.5,53,8,0,0.84,-7.1,111.3,20,224.8,11,1050,1984-05-17
"KOIVURANTA","ANSSI","Lahti","Finland",2014-02-28,116,1,"FIN",7,89.7,128.5,82.5,18.5,18.5,18.5,18,18,55,9,0,1,-8.5,129,7,129,NA,NA,1988-07-03
"KOIVURANTA","ANSSI","Lahti","Finland",2014-02-28,116,2,"FIN",5,89.6,126.5,78.9,18.5,18.5,19,18.5,18.5,55.5,7,3.9,0.98,-8.3,130,4,259,45,4500,1988-07-03
"KORNILOV","DENIS","Lahti","Finland",2014-02-28,116,1,"RUS",41,89.4,112.5,53.7,17,17.5,17.5,17,17,51.5,9,0,0.61,-5.2,100,41,100,NA,NA,1986-08-17
"KOUDELKA","ROMAN","Lahti","Finland",2014-02-28,116,1,"CZE",35,89.3,114,56.4,17.5,18,17.5,17.5,17,52.5,9,0,0.32,-2.7,106.2,35,106.2,NA,NA,1989-07-09
"KOZISEK","CESTMIR","Lahti","Finland",2014-02-28,116,1,"CZE",48,89.2,104,38.4,16.5,16.5,17,16.5,17,50,9,0,0.28,-2.4,86,48,86,NA,NA,1991-11-09
"KRAFT","STEFAN","Lahti","Finland",2014-02-28,116,1,"AUT",9,89.4,125,76.2,18.5,18.5,18.5,18.5,18.5,55.5,9,0,0.38,-3.2,128.5,9,128.5,NA,NA,1993-05-13
"KRAFT","STEFAN","Lahti","Finland",2014-02-28,116,2,"AUT",2,89,134,92.4,19,18.5,17.5,18.5,17.5,54.5,8,0,1.16,-9.8,137.1,2,265.6,80,8000,1993-05-13
"KRAUS","MARINUS","Lahti","Finland",2014-02-28,116,1,"GER",10,89.2,124,74.4,18,18,18.5,18.5,18.5,55,9,0,0.45,-3.8,125.6,10,125.6,NA,NA,1991-02-13
"KRAUS","MARINUS","Lahti","Finland",2014-02-28,116,2,"GER",23,89,112,52.8,17.5,17.5,17,17,17,51.5,8,0,0.83,-7,97.3,30,222.9,8,800,1991-02-13
"KUBACKI","DAWID","Lahti","Finland",2014-02-28,116,1,"POL",23,89,117.5,62.7,17.5,18,17.5,18,18,53.5,9,0,0.5,-4.2,112,23,112,NA,NA,1990-03-12
"KUBACKI","DAWID","Lahti","Finland",2014-02-28,116,2,"POL",20,88.8,118,63.6,18,18,17.5,18,18,54,8,0,0.57,-4.8,112.8,18,224.8,11,1050,1990-03-12
"LARINTO","VILLE","Lahti","Finland",2014-02-28,116,1,"FIN",26,89,117,61.8,18,17.5,18,18,17.5,53.5,9,0,0.52,-4.4,110.9,26,110.9,NA,NA,1990-04-11
"LARINTO","VILLE","Lahti","Finland",2014-02-28,116,2,"FIN",27,88.6,116,60,18,17.5,17.5,17.5,18,53,8,0,0.4,-3.4,109.6,22,220.5,4,400,1990-04-11
"LOITZL","WOLFGANG","Lahti","Finland",2014-02-28,116,1,"AUT",39,89.6,114,56.4,18,17.5,18,17.5,17.5,53,9,0,0.8,-6.8,102.6,39,102.6,NA,NA,1980-01-13
"MATURA","JAN","Lahti","Finland",2014-02-28,116,1,"CZE",31,88.8,116,60,17.5,18,17.5,18,17.5,53,9,0,0.44,-3.7,109.3,31,109.3,NA,NA,1980-01-29
"NAGLIC","TOMAZ","Lahti","Finland",2014-02-28,116,1,"SLO",45,89.3,110,49.2,17,17,17,17,16.5,51,9,0,0.58,-4.9,95.3,45,95.3,NA,NA,1989-07-18
"NEUMAYER","MICHAEL","Lahti","Finland",2014-02-28,116,1,"GER",17,89.6,120.5,68.1,18,18,18,18,18,54,9,0,0.63,-5.3,116.8,17,116.8,NA,NA,1979-01-15
"NEUMAYER","MICHAEL","Lahti","Finland",2014-02-28,116,2,"GER",24,89.6,115,58.2,18,17.5,17.5,17.5,17.5,52.5,8,0,0.64,-5.4,105.3,27,222.1,7,700,1979-01-15
"NIEMI","SAMI","Lahti","Finland",2014-02-28,116,1,"FIN",41,89,112,52.8,17.5,17,17.5,17,17,51.5,9,0,0.51,-4.3,100,41,100,NA,NA,1991-02-16
"NURMSALU","KAAREL","Lahti","Finland",2014-02-28,116,1,"EST",36,89.1,114.5,57.3,17,17.5,17,17,17.5,51.5,9,0,0.37,-3.1,105.7,36,105.7,NA,NA,1991-04-30
"PREVC","PETER","Lahti","Finland",2014-02-28,116,1,"SLO",3,88.9,125.5,77.1,18.5,18.5,18.5,18.5,19,55.5,7,7.6,0.91,-7.7,132.5,3,132.5,NA,NA,1992-09-20
"PREVC","PETER","Lahti","Finland",2014-02-28,116,2,"SLO",4,88.7,123.5,73.5,18.5,18.5,18.5,18,18,55,7,3.9,0.63,-5.3,127.1,6,259.6,50,5000,1992-09-20
"ROMASHOV","ALEXEY","Lahti","Finland",2014-02-28,116,1,"RUS",43,88.9,111.5,51.9,17,16.5,17.5,17.5,16.5,51,9,0,0.36,-3,99.9,43,99.9,NA,NA,1992-04-29
"SCHLIERENZAUER","GREGOR","Lahti","Finland",2014-02-28,116,1,"AUT",2,89.8,132,88.8,19,19,19,19,18.5,57,9,0,1.18,-10,135.8,2,135.8,NA,NA,1990-01-07
"SCHLIERENZAUER","GREGOR","Lahti","Finland",2014-02-28,116,2,"AUT",8,88.8,115.5,59.1,18.5,18,18,18,18,54,7,3.9,0.12,-1,116,5,251.8,32,3200,1990-01-07
"SHIMIZU","RERUHI","Lahti","Finland",2014-02-28,116,1,"JPN",15,89.5,119.5,66.3,18,18,18,18,18,54,9,0,0.28,-2.4,117.9,15,117.9,NA,NA,1993-12-04
"SHIMIZU","RERUHI","Lahti","Finland",2014-02-28,116,2,"JPN",22,89.3,115.5,59.1,17.5,17.5,17,17,17,51.5,8,0,0.53,-4.5,106.1,26,224,9,900,1993-12-04
"STJERNEN","ANDREAS","Lahti","Finland",2014-02-28,116,1,"NOR",28,90.2,116.5,60.9,17.5,17,17.5,17.5,17,52,9,0,0.31,-2.6,110.3,28,110.3,NA,NA,1988-07-30
"STJERNEN","ANDREAS","Lahti","Finland",2014-02-28,116,2,"NOR",19,89.3,121,69,18,18,18,18,18,54,8,0,0.97,-8.2,114.8,17,225.1,12,1200,1988-07-30
"STOCH","KAMIL","Lahti","Finland",2014-02-28,116,1,"POL",6,88.5,127,79.8,19,18.5,18.5,18.5,18,55.5,8,3.8,1.11,-9.4,129.7,6,129.7,NA,NA,1987-05-25
"STOCH","KAMIL","Lahti","Finland",2014-02-28,116,2,"POL",3,88.3,124.5,75.3,18.5,18,18.5,18.5,18,55,7,3.9,0.49,-4.1,130.1,3,259.8,60,6000,1987-05-25
"TAKEUCHI","TAKU","Lahti","Finland",2014-02-28,116,1,"JPN",30,88.7,116.5,60.9,17.5,17.5,17.5,16.5,17.5,52.5,9,0,0.44,-3.7,109.7,30,109.7,NA,NA,1987-05-20
"TAKEUCHI","TAKU","Lahti","Finland",2014-02-28,116,2,"JPN",30,88.3,115,58.2,17.5,17.5,17.5,17.5,17.5,52.5,8,0,0.68,-5.8,104.9,29,214.6,1,100,1987-05-20
"TEPES","JURIJ","Lahti","Finland",2014-02-28,116,1,"SLO",19,90.2,119.5,66.3,18,18,18.5,18.5,18,54.5,9,0,0.54,-4.6,116.2,19,116.2,NA,NA,1989-02-14
"TEPES","JURIJ","Lahti","Finland",2014-02-28,116,2,"SLO",11,90,125,76.2,18.5,18.5,18.5,19,17.5,55.5,8,0,0.81,-6.9,124.8,7,241,24,2400,1989-02-14
"TOCHIMOTO","SHOHEI","Lahti","Finland",2014-02-28,116,1,"JPN",38,89.2,112.5,53.7,17.5,17.5,17.5,17.5,17,52.5,9,0,0.21,-1.8,104.4,38,104.4,NA,NA,1989-12-21
"VASSILIEV","DIMITRY","Lahti","Finland",2014-02-28,116,1,"RUS",29,89,118.5,64.5,17.5,17.5,17.5,17,17.5,52.5,9,0,0.84,-7.1,109.9,29,109.9,NA,NA,1979-12-26
"VASSILIEV","DIMITRY","Lahti","Finland",2014-02-28,116,2,"RUS",16,88.8,127,79.8,18.5,18,18,17,17.5,53.5,8,0,1.09,-9.2,124.1,9,234,15,1450,1979-12-26
"VELTA","RUNE","Lahti","Finland",2014-02-28,116,1,"NOR",16,89.1,120.5,68.1,18,18,18.5,18,18,54,9,0,0.52,-4.4,117.7,16,117.7,NA,NA,1989-07-19
"VELTA","RUNE","Lahti","Finland",2014-02-28,116,2,"NOR",15,88.7,120.5,68.1,18,18,18,18.5,18,54,8,0,0.42,-3.6,118.5,13,236.2,16,1600,1989-07-19
"WANK","ANDREAS","Lahti","Finland",2014-02-28,116,1,"GER",22,90.1,117.5,62.7,18.5,18,18,18.5,18,54.5,9,0,0.52,-4.4,112.8,22,112.8,NA,NA,1988-02-18
"WANK","ANDREAS","Lahti","Finland",2014-02-28,116,2,"GER",26,89.5,114.5,57.3,18,18,18,17.5,18,54,8,0,0.39,-3.3,108,24,220.8,5,500,1988-02-18
"WATASE","YUTA","Lahti","Finland",2014-02-28,116,1,"JPN",24,89.2,118.5,64.5,18,18,18,18,18,54,9,0,0.83,-7,111.5,24,111.5,NA,NA,1982-08-08
"WATASE","YUTA","Lahti","Finland",2014-02-28,116,2,"JPN",25,89.1,117,61.8,18,18,18,18,18,54,8,0,0.67,-5.7,110.1,21,221.6,6,600,1982-08-08
"WELLINGER","ANDREAS","Lahti","Finland",2014-02-28,116,1,"GER",13,90.1,124,74.4,18.5,18.5,18.5,18.5,18,55.5,9,0,0.87,-7.4,122.5,13,122.5,NA,NA,1995-08-28
"WELLINGER","ANDREAS","Lahti","Finland",2014-02-28,116,2,"GER",18,89.6,114.5,57.3,18,18,17.5,17.5,17.5,53,8,0,0.59,-5,105.3,27,227.8,13,1300,1995-08-28
"AHONEN","JANNE","Lahti","Finland",2014-03-02,116,1,"FIN",36,90.3,118.5,64.5,18,18,18,18,18,54,10,3.8,0.76,-6.4,115.9,36,115.9,NA,NA,1977-05-11
